LR gene
Il18 
Il18r1
Il18rap
Il33 
Il1rl1
Il17a 
Il17ra
Il17rc
Il17f 
Il17af 
Il17b 
Il17rb
Il17c 
Il17re
Il25 
Il34 
Csf1r
Csf1 
Il16 
Cd4
Epo 
Epor
Gh1 
Ghr
Prl 
Prlr
Thpo 
Mpl
Csf3 
Csf3r
Ifnb1 
Ifnar1
Ifnar2
Ifnk 
Ifne 
Ifna11 
Ifna1 
Ifna2 
Ifna4 
Ifna5 
Ifna6 
Ifna7 
Ifna9 
Ifnab 
Ifna12 
Ifna13 
Ifna14 
Ifna15 
Ifng 
Ifngr1
Ifngr2
Ifnl2 
Ifnlr1
Ifnl3 
Tnf 
Tnfrsf1a
Tnfrsf1b
Lta 
Tnfrsf14
Ltb
Ltbr
Tnfsf14 
Fasl 
Fas
Tnfsf15 
Tnfrsf25
Tnfsf10 
Tnfrsf10b
Eda 
Edar
Eda2r
Ngf 
Ngfr
Klk1b4 
Tnfsf11 
Tnfrsf11a
Tnfrsf11b
Tnfsf12 
Tnfrsf12a
Cd70 
Cd27
Tnfsf8 
Tnfrsf8
Tnfsf9 
Tnfrsf9
Tnfsf4 
Tnfrsf4
Tnfsf18 
Tnfrsf18
Tnfsf13 
Tnfrsf17
Tnfrsf13b
Tnfsf13b 
Tnfrsf13c
Cd40lg 
Itga2b
Itga5
Itgb1
Itgam
Itgb2
Spp1 
Itgb5
Itgb6
Itga4
Itga9
Itga8
Adipoq 
Adipor1
Adipor2
Retn 
Tlr4
Cap1
Nampt 
Angptl1 
Itga1
Angptl2 
Pirb
Angptl7 
Angptl4 
Cdh5
Cdh11
Sdc1
Sdc2
Sdc3
Sdc4
Angptl3 
Angpt1 
Tek
Angpt2 
Mdk 
Ptprz1
Lrp1
Ncl
Alk
Ptn 
Postn 
Agt 
Agtr1a
Agtr1b
Grp 
Grpr
Nmb 
Nmbr
Kng1 
Bdkrb1
Bdkrb2
Kng2 
C3 
C3ar1
Cr2
Itgax
C4a 
C4b 
Hc 
C5ar1
Cck 
Cckar
Cckbr
Edn1 
Ednra
Edn2 
Edn3 
Ednrb
Gal 
Galr1
Galr2
Galr3
Galp 
Ghrl 
Ghsr
Kiss1 
Kiss1r
Pomc 
Mc1r
Mc2r
Mc3r
Mc4r
Mc5r
Nmu 
Nmur1
Nmur2
Nms 
Npff 
Npffr1
Npffr2
Npy 
Npy1r
Npy2r
Npy4r
Npy5r
Npy6r
Gpr83
Pgr15l
Ppy 
Pyy 
Npb 
Npbwr1
Npw 
Nts 
Ntsr1
Ntsr2
Pdyn 
Oprd1
Oprk1
Oprl1
Oprm1
Penk 
Hcrt 
Hcrtr1
Hcrtr2
Oxt 
Oxtr
Sst 
Sstr1
Sstr2
Sstr3
Sstr4
Sstr5
Cort 
Tac1 
Tacr1
Tac4 
Tacr2
Tac2 
Tacr3
Uts2 
Uts2r
Avp 
Avpr2
Avpr1a
Avpr1b
Prlh 
Prlhr
Gm10334 
F2r
Try5 
Ctsg 
F2 
Gzma 
Prss2 
Try4 
Try10 
Prss3l 
F2rl1
F2rl2
F2rl3
Plg 
Pard3
Pmch 
Mchr1
Prok1 
Prokr2
Prokr1
Prok2 
Adcyap1 
Adcyap1r1
Vip 
Vipr1
Vipr2
Nppa 
Npr1
Nppb 
Nppc 
Npr2
Kitl 
Kit
Gcg 
Gipr
Gip 
Fshb 
Fshr
Cga 
Lhb 
Lhcgr
Tshb 
Tshr
Bdnf 
Ntrk2
Ntrk1
Flt3l 
Flt3
Hgf 
Met
Ngfa 
Ntf3 
Ntrk3
Ntf5 
Sema3a 
Nrp1
Plxna1
Plxna2
Plxna3
Plxna4
Sema3b 
Sema3c 
Sema3d 
Nrp2
Sema3f 
Sema3g 
Plxnd1
Sema3e 
Mas1
Anxa1 
Fpr2
Fpr1
Apela 
Crh 
Crhr1
Crhr2
Enho 
Gpr19
Gas6 
Axl
Mertk
Tyro3
Gcgr
Glp1r
Glp2r
Gh 
Ghrh 
Ghrhr
Gnrh1 
Gnrhr
Grn 
Sort1
Guca2a 
Gucy2c
Guca2b 
Insl3 
Rxfp2
Rxfp1
Rxfp4
Rxfp3
Insl5 
Lep 
Lepr
Lgals9 
Cd45
Ighm
Nps 
Npsr1
Npvf 
Ostn 
Npr3
Pros1 
Psap 
Gpr37l1
Gpr37
Pth 
Pth1r
Pth2r
Pth2 
Pthlh 
Qrfp 
Qrfpr
Rarres2 
Cmklr2
Cmklr1
Rln1 
Rln3 
Saa2 
Scgb3a2 
Marco
Sct 
Sctr
Slurp1 
Chrnb1
Chrnb2
Chrnb3
Chrnb4
Chrna1
Chrna2
Chrna3
Chrna4
Chrna5
Chrna6
Chrna9
Chrna10
Chrnd
Chrne
Chrng
Chrna7
Slurp2 
Btla 
Trh 
Trhr
Trhr2
Ucn 
Ucn2 
Ucn3 
Uts2b 
Bag6 
Ncr3-ps
Havcr2
Col1a1 
Col1a2 
Col2a1 
Col4a1 
Col4a2 
Col4a3 
Col4a4 
Col4a5 
Col4a6 
Col6a1 
Col6a2 
Col6a3 
Col6a4 
Col6a5 
Col6a6 
Col9a1 
Col9a2 
Col9a3 
Itga2
Fn1 
Itga3
Lama1 
Lama2 
Lama3 
Lama4 
Lama5 
Lamb1 
Lamb2 
Lamb3 
Lamc1 
Lamc2 
Lamc3 
Chad 
Reln 
Thbs1 
Thbs2 
Thbs3 
Thbs4 
Comp 
Itga7
Vtn 
Tnc 
Tnr 
Tnn 
Tnxb 
Npnt1 
Npnt2 
Itga10
Itga11
Dspp 
Itgb7
Vwf 
Ibsp 
Dmp1 
Itgb8
Sv2a
Sv2b
Sv2c
Cd36
Gp complex
Gp6
Cd47
Agrn 
Dag1
Hspg2 
Lxa4
App 
Bst2 
Pira2
Cadm1 
Cadm1
Cadm3 
Cadm3
Cd1d2 
Cd200 
Cd200r1
Cd200r2
Cd200r3
Cd200r4
Fcer2a 
Cd34 
Selp
Entpd1 
Adora1
Adora2a
Adora2b
Tmigd3
Cd40
Ptprc 
Cd22
Mrc1
Cd46 
Jag1
Cd48 
Cd244a
Cd52 
Siglecg
Cd6 
Alcam
Cd80 
Cd274
Cd28
Ctla4
Cd86 
Cd96 
Pvr
Cd99 
Pilra
Cd99
Cdh15 
Cdh15
Cdh4 
Cdh4
Cdh2 
Cdh2
Cdh1 
Cdh1
Itgae
Klrg1
Cdh5 
Cd1d1 
Ceacam5
Cd209a 
Ceacam1
Cd8a 
Ceacam1 
Sele 
Cldn11 
Cldn11
Clec2d 
Klrb1b
Clec2g 
Klrb1
Clec2h 
Clec2i 
Clec2f 
Klrb1f
Nfasc 
Cntn1
Cntnap1
Cntn2 
Cntn2
Cntnap2
L1cam
Cntn1 
Nrcam
Cspg4 
Dsc1 
Dsg1c
Dsg2
Dsc2 
Dsg1c 
Dsc3
Dsg2 
Epgn 
Efna1 
Epha1
Epha2
Epha3
Epha4
Epha5
Epha7
Epha8
Efna2 
Efna3 
Efna4 
Efna5 
Ephb2
Efnb1 
Ephb1
Ephb3
Ephb4
Efnb2 
Efnb3 
Ephb6
Esam 
Esam
Gp1ba 
Icam1 
Itgal
Icam2 
Itgb2l
Spn
Icam5 
Cd209a
Cd209f
Icosl 
Icos
Jam2 
Jam3 
Jam1 
Jam3
F11r 
F11r
Jam2
L1cam 
Lair1 
Lck 
Cd8a
Cd8b1
Madcam1 
Mag 
Mag
H2-t23 
Klrd1
Klrc1
Klrc2
H2-m2 
H2-m3 
H2-m9 
H2-q1 
H2-q10 
H2-q2 
H2-q7 
H2-q8 
H2-t22 
H2-t24 
H2-t3 
H2-t9 
H2-m10.4 
H2-m11 
H2-m1 
H2-m10.5 
H2-m10.2 
H2-m10.6 
H2-t10 
H2-q6 
H2-m10.3 
H2-bl 
H2-d1 
H2-k1 
H2-m10.1 
H2-t18 
H2-q9 
H2-T26 
H2-l 
H2-T7 
H2-q4 
H2-t-ps 
H2-T27 
H2-m5 
H2-T25 
Gm10499 
Kir3dl1
H2-d 
Klra
Ulbp1 
Klrk1
Raet1a 
H60a 
H2-ea-ps 
H2-aa 
H2-ab1 
H2-eb1 
H2-dma 
H2-dmb1 
H2-dmb2 
H2-oa 
H2-ob 
Mpz 
Mpzl1
Mpz
Mpzl1 
Ncam1 
Ncam1
Ncam2
Ncam2 
Nectin1 
Cd96
Nectin4
Nectin3 
Nectin2
Tigit
Nectin2 
Cd226
Nectin3
Negr1 
Negr1
Lrrc4c 
Ntng1
Lrrc4 
Ntng2
Lrrc4b 
Ptprf
Hcst
Dlk1 
Notch1
Notch2
Notch3
Notch4
Dll1 
Dll3 
Dll4 
Jag1 
Jag2 
Nrxn1 
Nlgn1
Nlgn2
Nlgn3
Nrxn2 
Nrxn3 
Ocln 
Ocln
Cd274 
Pdcd1
Pdcd1lg2 
Pecam1 
Pecam1
Ptprm 
Ptprm
Pvr 
Glg1
Sell 
Cd34
Podxl
Glycam1
Madcam1
Selplg 
Sele
Sell
Sema4a 
Plxnb1
Plxnb2
Plxnb3
Sema4d 
Sema4c 
Sema4g 
Timd2
Cd72
Sema5a 
Sema5b 
Sema6d 
Kdr
Trem2
Sema6a 
Sema6b 
Sema7a 
Plxnc1
Siglec1 
Thy1 
Vcam1
Vsir 
Igsf11
Cdh3
Cdh12
ITGA1_ITGB1
Dsc1
Dsg3
Dsg4
Dsc2
Gja5
Gja1
Gja6
Gjc1
Gja3
Cldn1
Cldn2
Cldn3
Pcdha9
Pcdha11
Pcdha10
Pcdha12
Pcdha1
Pcdha2
Pcdha3
Pcdha4b
Pcdha4
Pcdha5
Pcdha6
Pcdha7
Pcdha8
Pcdhac1
Pcdhac2
Pcdhb1
Pcdhb18
Pcdhb19
Pcdhb21
Pcdhb16
Pcdhb20
Pcdhb22
Pcdhb17
Pcdhb2
Pcdhb3
Pcdhb7
Pcdhb5
Pcdhb9
Pcdhb4
Pcdhb12
Pcdhb10
Pcdhb11
Pcdhb8
Pcdhb6
Pcdhb13
Pcdhb15
Pcdhga1
Pcdhga10
Pcdhga11
Pcdhga12
Pcdhga2
Pcdhga3
Pcdhga4
Pcdhga5
Pcdhga6
Pcdhga7
Pcdhga8
Pcdhga9
Pcdhgb1
Pcdhgb2
Pcdhgb8
Pcdhgb4
Pcdhgb5
Pcdhgb6
Pcdhgb7
Pcdhgc3
Pcdhgc4
Pcdhgc5
Klk6
Klk5
Klk4
Klk1
Klk14
Klk7
Klk8
Adm
Calcr
Ramp1
Ramp2
Ramp3
Calcrl
Calca
Calcb
Iapp
Proc
Procr
Hsp90aa1
Plaur
5-HT-Tph1
Slc18a1
Htr3
Slc18a2
Slc6a4
5-HT-Tph2
Ach-Chat
Slc10a4
Chrn_a1_2b1de
Chrn_a1_2b1dg
Chrn_a3b4
Chrn_a4b2
Slc18a3
Slc5a7
GABA-A-Gad1
Slc32a1
Gabr_a1b3g2
Gabr_a1b2g2
Gabr_a1b2
Gabr_a1b3
Gabr_a1b2d
Gabr_a2b3g2
Gabr_a3b3g2
Gabr_a3b3q
Gabr_a3b3e
Gabr_a4b3g2
Gabr_a4b3d
Gabr_a4b2d
Gabr_a5b3g2
Gabr_a6b3g2
Gabr_a6b3d
Slc6a1
Slc6a11
Slc6a12
Slc6a13
Slc6a6
Slc6a8
GABA-A-Gad2
Gly-Shmt1
Slc6a5
Glra1
Glrb
Glra2
Slc6a9
Gly-Shmt2
Adgra2
Tax1bp3
Adgrb1
Rtn4r
Adgrb2
C1ql1
Adgrb3
C1ql2
C1ql3
C1ql4
Thy1
Adgre5
Cd55
Cd55b
Lpar1
Lpar2
Lpar3
Sftpd
Col3a1
Adgrg1
Gast
Tgm2
Col4a1
Adgrg6
Col4a2
Col4a3
Col4a4
Col4a5
Col4a6
Lama2
Prnp
Flrt1
Adgrl1
Flrt2
Flrt3
Nrxn1
Nrxn2
Nrxn3
Tenm1
Tenm2
Tenm3
Tenm4
Adgrl2
Adgrl3
Unc5a
Unc5b
Unc5
Unc5d
ADO-Nt5e
Slc29a1
Slc29a2
Slc29a3
Slc29a4
Adora3
ADR-Pnmt
Adra1a
NE-Dbh
Slc6a2
Adra1b
Adra1d
Adra2a
Adra2b
Adra2
Adrb1
Adrb2
Adrb3
Agt
Agtr2
Chrm1
Chrm2
Chrm3
Chrm4
Chrm5
Clstn1
Clstn2
Clstn3
LTC4-Ltc4s
Cysltr1
TD4-Ggt1
LTE4-Dpep1
LTE4-Dpep2
LTE4-Dpep3
Cysltr2
LTD4-Ggt1
DOPA-Ddc
Drd1
Slc6a3
Drd2
Drd3
Drd4
Drd5
Tafa4
Ctsg
LXA4-Alox12-Fpr
rs7
rs6
LXA4-Alox12
Fpr3
rs4
rs3
LXA4-Alox5-Fpr
LXA4-Alox5
Anxa1-Fpr
Rs7
Rs6
Anxa1
Rs4
Rs3
GABA-B-Gad1
Gabbr1
GABA-B-Gad2
Gabbr2
Galp
Glu-Slc17a6
Gls
Gria1
Glu-Slc17a7
Glu-Slc17a8
Glu-Slc1a1
Glu-Slc1a2
Glu-Slc1a3
Glu-Slc1a6
Glu-Slc1a7
Gls2
Gria2
Gria3
Gria4
Glu-Nrxn1
Cbln1
Grid2
Grik1
Grik2
Grik3
Grm1
Grm2
Grm3
Grm4
Grm5
Grm6
Grm7
Grm8
Hist-Hdc
Hrh1
Hrh2
Hrh3
Hrh4
Htr1a
Htr1b
Htr1d
Htr1
Htr1f
Htr2a
Htr2b
Htr2
Htr4
Htr5a
Htr6
Htr7
Lrfn4
Ptprd
Ptprs
Lrfn5
Lrrc4b
Lrrc4c
Lrrtm1
Lrrtm2
Lrrtm3
Lrrtm4
LTB4-lta4h
Ltb4r1
Ltb4r2
Grp
b-Endorphin-Pomc
Pnoc
PGD2-Ptgds
Ptgdr
Ptgdr2
PGE2-Ptges
Ptger1
PGE2-Ptges2
PGE2-Ptges3
Ptger2
Ptger3
Ptger4
PGF2a-Akr1c3
Ptgfr
PGF2a-Cbr1
PGF2a-Prxl2b
PGI2-Ptgis
Ptgir
Vip
Slitrk1
Slitrk2
Slitrk3
Slitrk4
Slitrk5
Slitrk6
TXA2-Tbxas1
Tbxa2r
Grik4
Grik5
Grin1
Grin2a
Grin2b
Grin2c
Grin2d
12oxoLTB4-PTGR1
22HC-CYP11A1
Nr1h4
22HC-CYP3A4
2AG-DAGLA
Cnr1
Cnr2
Gpr55
2AG-DAGLB
5alphaP-DHRS9
Pgr
App
Sorl1
Tnfrsf21
Tyrobp
Entpd1
Aldo-CYP11B2
Nr3c1
Nr3c2
Androstenedione-CYP17A1
Ar
Androsterone-HSD17B6
Apoa1
Abca1
Cubn
Amn
Apoa2
Apob
Apobr
Apoe
RA-ALDH1A1
Rara
Crabp2
Rxra
Rarb
Rxrb
Rarg
Rxrg
Rorb
RA-ALDH1A2
RA-ALDH1A3
Bdnf
Cd160
Cadm4
Epb41l1
Calcitriol-CYP27B1
Vdr
Cd276
Treml2
Pilrb1
Pilrb2
Ceacam2
Cd209c
Cd209d
Cd209b
Cd209e
Psg20
Cd1d2
Cd1d1
Cholesterol-CEL
Rora
Rorc
Cholesterol-DHCR24
Cholesterol-DHCR7
Cholesterol-LIPA
Cort-CYP11B1
Crtam
DHEA-STS
Esr1
Nr1i2
Ppara
Desmosterol-DHCR7
Nr1h2
Nr1h3
DOC-CYP21A2
DHEAS-SULT1E1
Ppard
Pparg
DHEAS-SULT2A1
DHEAS-SULT2B
DHT-SRD5A1
DHT-SRD5A2
DHT-SRD5A3
E2-CYP19A1
Esr2
Gper1
E2-HSD17B1
Igfbp3
Tmem219
Clec2f
Clec2g
Clec2h
Clec2i
Clec2e
Clec2d
Klrb1a
Klrb1c
Lair1
Lilrb4a
Lgals9
Bcr_Cd45_Cd22
P4hb
Melatonin-ASMT
Mtnr1a
Mtnr1b
Amh
Mmp2
Integrin_avb3
Ntn1
Dcc
Dscam
Unc5c
Ntn4
Nts
Nrg1
Ntf3
Ntf5
Cd200
Cd200r1l
Cd177
Cd38
Ppia
Bsg
Pregnenolone-CYP11A1
Progesterone-HSD3B1
Catsper1
Catsperb
Catsperd
Catsper2
Catsper3
Catsper4
PGD2-AKR1C3
Reln
Lrp8
Vldlr
Raet1e
Raet1c
Raet1b
Raet1a
Raet1d
H60a
H60b
H60c
Rbp4
Stra6
5-HT-DOPA-DDC
Htr2c
Htr3a
Htr3b
Sirpb1a
Sirpb1b
Sirpb1c
Slit1
Robo1
Slit2
Robo2
Testosterone-AKR1D1
Testosterone-HSD17B12
Testosterone-HSD17B3
Gphb5
Gpha2
Cga
Tshb
T3-DIO3
Thra
Thrb
Tulp1
Tulp2
Tub
Pros1
Plau
Integrin_adb2
